"AOE Name","Start GG Name","Ladder Elo","Ladder Rank","Hidden Elo","Hidden Rank","Games Played","Bracket","Registered For"
"<a href=""https://aoe4world.com/players/608090"">SoldieR</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12252695"">SoldieR</a>","1725","92","1761","97","298","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/6880143"">NyanRacingCat</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12249817"">NyanRacingCat</a>","1658","136","1715 (from )","112","67","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/5824459"">XFactorLive</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12248182"">XFactorLive</a>","1685","117","1720","137","594","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/5065284"">Renion</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247963"">Renion</a>","There was 0 matches for the string Renion","There was 0 matches","1664 (from )","137","217","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/1062281"">VerteX</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12254205"">VerteX</a>","1660","134","1704","144","931","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/8478599"">Donato</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12251663"">Donato</a>","1615","167","1669","171","307","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/7421328"">ISanych</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247379"">ISanych</a>","1582","190","1614 (from )","218","136","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/6514515"">Shellbee</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12252143"">Shellbee</a>","1624","158","1603 (from )","224","689","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/9796187"">Frodobolson5657</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247440"">Frodobolson5657</a>","1523","241","1551","323","705","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/8463481"">OpDVlaM</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12222609"">OpDVlaM</a>","1452","361","1516","416","356","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/4071458"">Dragevann</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12248353"">VES | Dragevann</a>","1433","416","1508","453","212","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/7046302"">SymbioseLegend</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12240955"">Holy | SymbioseLegend</a>","1410","748","1463","652","786","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/9463451"">Niriw</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12238337"">Niriw</a>","1401","949","1462","653","425","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/7601016"">antihero3mio der VIII</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12247765"">antihero3mio der VIII</a>","1420","526","1332 (from )","1493","314","Atlantic Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
"<a href=""https://aoe4world.com/players/5598156"">Cow</a>","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club/entrant/12253389"">Sci | Cow</a>","1220","2725","1289","1915","81","Pacific Play-ins","<a href=""https://www.start.gg/tournament/rising-empires-weeklies-19/event/the-warchief-club"">The Warchief Club</a>"
